
**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_09_22 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_09_25 	PASS      		Step pass.
2016-09-14_10_09_25 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_09_25 	PASS      		Step pass.
2016-09-14_10_09_26 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_09_26 	PASS      		Step pass.
2016-09-14_10_09_26 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_09_26 	PASS      		Step pass.
2016-09-14_10_09_26 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_09_26 	PASS      		Step pass.
2016-09-14_10_09_26 	NORMAL    	Executing postcommand
2016-09-14_10_09_26 	NORMAL    	Executing verify
2016-09-14_10_09_26 	NORMAL    		实际测试结果：[]
2016-09-14_10_09_26 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_11_35 	NORMAL    	Executing precommand
2016-09-14_10_11_35 	NORMAL    	Executing steps
2016-09-14_10_11_35 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_11_37 	PASS      		Step pass.
2016-09-14_10_11_37 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_11_38 	PASS      		Step pass.
2016-09-14_10_11_38 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_11_38 	PASS      		Step pass.
2016-09-14_10_11_38 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_11_38 	PASS      		Step pass.
2016-09-14_10_11_38 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_11_38 	PASS      		Step pass.
2016-09-14_10_11_38 	NORMAL    	Executing postcommand
2016-09-14_10_11_38 	NORMAL    	Executing verify
2016-09-14_10_11_38 	NORMAL    		实际测试结果：[]
2016-09-14_10_11_38 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_12_31 	NORMAL    	Executing precommand
2016-09-14_10_12_31 	NORMAL    	Executing steps
2016-09-14_10_12_31 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_12_33 	PASS      		Step pass.
2016-09-14_10_12_33 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_12_33 	PASS      		Step pass.
2016-09-14_10_12_33 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_12_35 	PASS      		Step pass.
2016-09-14_10_12_35 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_12_35 	PASS      		Step pass.
2016-09-14_10_12_35 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_12_35 	PASS      		Step pass.
2016-09-14_10_12_35 	NORMAL    	Executing postcommand
2016-09-14_10_12_35 	NORMAL    	Executing verify
2016-09-14_10_12_35 	NORMAL    		实际测试结果：[]
2016-09-14_10_12_35 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_16_19 	NORMAL    	Executing precommand
2016-09-14_10_16_19 	NORMAL    	Executing steps
2016-09-14_10_16_19 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_16_21 	PASS      		Step pass.
2016-09-14_10_16_21 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_16_22 	PASS      		Step pass.
2016-09-14_10_16_22 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_16_22 	PASS      		Step pass.
2016-09-14_10_16_22 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_16_22 	PASS      		Step pass.
2016-09-14_10_16_22 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_16_22 	PASS      		Step pass.
2016-09-14_10_16_22 	NORMAL    	Executing postcommand
2016-09-14_10_16_22 	NORMAL    	Executing verify
2016-09-14_10_16_22 	NORMAL    		实际测试结果：[]
2016-09-14_10_16_22 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_18_49 	NORMAL    	Executing precommand
2016-09-14_10_18_49 	NORMAL    	Executing steps
2016-09-14_10_18_49 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_18_51 	PASS      		Step pass.
2016-09-14_10_18_51 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_18_51 	PASS      		Step pass.
2016-09-14_10_18_51 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_18_52 	PASS      		Step pass.
2016-09-14_10_18_52 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_18_52 	PASS      		Step pass.
2016-09-14_10_18_52 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_18_52 	PASS      		Step pass.
2016-09-14_10_18_52 	NORMAL    	Executing postcommand
2016-09-14_10_18_52 	NORMAL    	Executing verify
2016-09-14_10_18_52 	NORMAL    		实际测试结果：[]
2016-09-14_10_18_52 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_19_24 	NORMAL    	Executing precommand
2016-09-14_10_19_24 	NORMAL    	Executing steps
2016-09-14_10_19_24 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_19_25 	PASS      		Step pass.
2016-09-14_10_19_25 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_19_25 	PASS      		Step pass.
2016-09-14_10_19_25 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_26_45 	NORMAL    	Executing precommand
2016-09-14_10_26_45 	NORMAL    	Executing steps
2016-09-14_10_26_45 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_26_47 	PASS      		Step pass.
2016-09-14_10_26_47 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_26_48 	PASS      		Step pass.
2016-09-14_10_26_48 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_26_49 	PASS      		Step pass.
2016-09-14_10_26_49 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_26_49 	PASS      		Step pass.
2016-09-14_10_26_49 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_26_49 	PASS      		Step pass.
2016-09-14_10_26_49 	NORMAL    	Executing postcommand
2016-09-14_10_26_49 	NORMAL    	Executing verify
2016-09-14_10_26_49 	NORMAL    		实际测试结果：[]
2016-09-14_10_26_49 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_27_17 	NORMAL    	Executing precommand
2016-09-14_10_27_17 	NORMAL    	Executing steps
2016-09-14_10_27_17 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_27_19 	PASS      		Step pass.
2016-09-14_10_27_19 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_27_20 	PASS      		Step pass.
2016-09-14_10_27_20 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_27_21 	PASS      		Step pass.
2016-09-14_10_27_21 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_27_21 	PASS      		Step pass.
2016-09-14_10_27_21 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_33_20 	NORMAL    	Executing precommand
2016-09-14_10_33_20 	NORMAL    	Executing steps
2016-09-14_10_33_20 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_33_21 	PASS      		Step pass.
2016-09-14_10_33_21 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_33_22 	PASS      		Step pass.
2016-09-14_10_33_22 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_33_22 	PASS      		Step pass.
2016-09-14_10_33_22 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_33_23 	PASS      		Step pass.
2016-09-14_10_33_23 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_33_23 	PASS      		Step pass.
2016-09-14_10_33_23 	NORMAL    	Executing postcommand
2016-09-14_10_33_23 	NORMAL    	Executing verify
2016-09-14_10_33_23 	NORMAL    		实际测试结果：[]
2016-09-14_10_33_23 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_36_22 	NORMAL    	Executing precommand
2016-09-14_10_36_22 	NORMAL    	Executing steps
2016-09-14_10_36_22 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_36_25 	PASS      		Step pass.
2016-09-14_10_36_25 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_36_25 	PASS      		Step pass.
2016-09-14_10_36_25 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_36_26 	PASS      		Step pass.
2016-09-14_10_36_26 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_36_26 	PASS      		Step pass.
2016-09-14_10_36_26 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_36_26 	PASS      		Step pass.
2016-09-14_10_36_26 	NORMAL    	Executing postcommand
2016-09-14_10_36_26 	NORMAL    	Executing verify
2016-09-14_10_36_26 	NORMAL    		实际测试结果：[]
2016-09-14_10_36_26 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_41_50 	NORMAL    	Executing precommand
2016-09-14_10_41_50 	NORMAL    	Executing steps
2016-09-14_10_41_50 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_41_51 	PASS      		Step pass.
2016-09-14_10_41_51 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_41_52 	PASS      		Step pass.
2016-09-14_10_41_52 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_41_52 	PASS      		Step pass.
2016-09-14_10_41_52 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_41_52 	PASS      		Step pass.
2016-09-14_10_41_52 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_41_52 	PASS      		Step pass.
2016-09-14_10_41_52 	NORMAL    	Executing postcommand
2016-09-14_10_41_52 	NORMAL    	Executing verify
2016-09-14_10_41_52 	NORMAL    		实际测试结果：[]
2016-09-14_10_41_52 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_43_22 	NORMAL    	Executing precommand
2016-09-14_10_43_22 	NORMAL    	Executing steps
2016-09-14_10_43_22 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_43_24 	PASS      		Step pass.
2016-09-14_10_43_24 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_43_24 	PASS      		Step pass.
2016-09-14_10_43_24 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_43_25 	PASS      		Step pass.
2016-09-14_10_43_25 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_43_25 	PASS      		Step pass.
2016-09-14_10_43_25 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_43_25 	PASS      		Step pass.
2016-09-14_10_43_25 	NORMAL    	Executing postcommand
2016-09-14_10_43_25 	NORMAL    	Executing verify
2016-09-14_10_43_25 	NORMAL    		实际测试结果：[]
2016-09-14_10_43_25 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_45_09 	NORMAL    	Executing precommand
2016-09-14_10_45_09 	NORMAL    	Executing steps
2016-09-14_10_45_09 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_45_10 	PASS      		Step pass.
2016-09-14_10_45_10 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_45_11 	PASS      		Step pass.
2016-09-14_10_45_11 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_45_11 	PASS      		Step pass.
2016-09-14_10_45_11 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_45_11 	PASS      		Step pass.
2016-09-14_10_45_11 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_45_11 	PASS      		Step pass.
2016-09-14_10_45_11 	NORMAL    	Executing postcommand
2016-09-14_10_45_11 	NORMAL    	Executing verify
2016-09-14_10_45_11 	NORMAL    		实际测试结果：[]
2016-09-14_10_45_11 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_46_13 	NORMAL    	Executing precommand
2016-09-14_10_46_13 	NORMAL    	Executing steps
2016-09-14_10_46_13 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_46_15 	PASS      		Step pass.
2016-09-14_10_46_15 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_46_16 	PASS      		Step pass.
2016-09-14_10_46_16 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_46_16 	PASS      		Step pass.
2016-09-14_10_46_16 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_46_16 	PASS      		Step pass.
2016-09-14_10_46_16 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_46_16 	PASS      		Step pass.
2016-09-14_10_46_16 	NORMAL    	Executing postcommand
2016-09-14_10_46_16 	NORMAL    	Executing verify
2016-09-14_10_46_16 	NORMAL    		实际测试结果：[]
2016-09-14_10_46_16 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_47_50 	NORMAL    	Executing precommand
2016-09-14_10_47_50 	NORMAL    	Executing steps
2016-09-14_10_47_50 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_47_52 	PASS      		Step pass.
2016-09-14_10_47_52 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_47_53 	PASS      		Step pass.
2016-09-14_10_47_53 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_47_53 	PASS      		Step pass.
2016-09-14_10_47_53 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_47_53 	PASS      		Step pass.
2016-09-14_10_47_53 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_47_53 	PASS      		Step pass.
2016-09-14_10_47_53 	NORMAL    	Executing postcommand
2016-09-14_10_47_53 	NORMAL    	Executing verify
2016-09-14_10_47_53 	NORMAL    		实际测试结果：[]
2016-09-14_10_47_53 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_49_05 	NORMAL    	Executing precommand
2016-09-14_10_49_05 	NORMAL    	Executing steps
2016-09-14_10_49_05 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_49_06 	PASS      		Step pass.
2016-09-14_10_49_06 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_49_07 	PASS      		Step pass.
2016-09-14_10_49_07 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_49_07 	PASS      		Step pass.
2016-09-14_10_49_07 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_49_07 	PASS      		Step pass.
2016-09-14_10_49_08 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_49_08 	PASS      		Step pass.
2016-09-14_10_49_08 	NORMAL    	Executing postcommand
2016-09-14_10_49_08 	NORMAL    	Executing verify
2016-09-14_10_49_08 	NORMAL    		实际测试结果：[]
2016-09-14_10_49_08 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_50_28 	NORMAL    	Executing precommand
2016-09-14_10_50_28 	NORMAL    	Executing steps
2016-09-14_10_50_28 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_50_29 	PASS      		Step pass.
2016-09-14_10_50_29 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_50_30 	PASS      		Step pass.
2016-09-14_10_50_30 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_50_30 	PASS      		Step pass.
2016-09-14_10_50_30 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_50_30 	PASS      		Step pass.
2016-09-14_10_50_30 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_50_30 	PASS      		Step pass.
2016-09-14_10_50_30 	NORMAL    	Executing postcommand
2016-09-14_10_50_30 	NORMAL    	Executing verify
2016-09-14_10_50_30 	NORMAL    		实际测试结果：[]
2016-09-14_10_50_30 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_10_59_52 	NORMAL    	Executing precommand
2016-09-14_10_59_52 	NORMAL    	Executing steps
2016-09-14_10_59_52 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_10_59_54 	PASS      		Step pass.
2016-09-14_10_59_54 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_10_59_54 	PASS      		Step pass.
2016-09-14_10_59_55 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_10_59_55 	PASS      		Step pass.
2016-09-14_10_59_55 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_10_59_55 	PASS      		Step pass.
2016-09-14_10_59_55 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_10_59_55 	PASS      		Step pass.
2016-09-14_10_59_55 	NORMAL    	Executing postcommand
2016-09-14_10_59_55 	NORMAL    	Executing verify
2016-09-14_10_59_55 	NORMAL    		实际测试结果：[]
2016-09-14_10_59_55 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_11_08_39 	NORMAL    	Executing precommand
2016-09-14_11_08_39 	NORMAL    	Executing steps
2016-09-14_11_08_39 	STEP      		Step_1_info->Browser.Init("firefox")

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_11_10_51 	NORMAL    	Executing precommand
2016-09-14_11_10_51 	NORMAL    	Executing steps
2016-09-14_11_10_51 	STEP      		Step_1_info->Browser.Init("firefox")

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_11_11_56 	NORMAL    	Executing precommand
2016-09-14_11_11_56 	NORMAL    	Executing steps
2016-09-14_11_11_56 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_11_11_58 	PASS      		Step pass.
2016-09-14_11_11_58 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_11_11_58 	PASS      		Step pass.
2016-09-14_11_11_58 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_11_11_59 	PASS      		Step pass.
2016-09-14_11_11_59 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_11_11_59 	PASS      		Step pass.
2016-09-14_11_11_59 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_11_11_59 	PASS      		Step pass.
2016-09-14_11_11_59 	NORMAL    	Executing postcommand
