
**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_01_44 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_01_44 	PASS      		Step pass.
2016-09-20_10_01_44 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_01_44 	PASS      		Step pass.
2016-09-20_10_01_44 	NORMAL    	Executing postcommand
2016-09-20_10_01_44 	NORMAL    	Executing verify
2016-09-20_10_01_44 	NORMAL    		实际测试结果：[]
2016-09-20_10_01_44 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_02_00 	NORMAL    	Executing precommand
2016-09-20_10_02_00 	NORMAL    	Executing steps
2016-09-20_10_02_00 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_02_03 	PASS      		Step pass.
2016-09-20_10_02_03 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_02_03 	PASS      		Step pass.
2016-09-20_10_02_03 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_02_04 	PASS      		Step pass.
2016-09-20_10_02_04 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_02_04 	PASS      		Step pass.
2016-09-20_10_02_04 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_02_04 	PASS      		Step pass.
2016-09-20_10_02_04 	NORMAL    	Executing postcommand
2016-09-20_10_02_04 	NORMAL    	Executing verify
2016-09-20_10_02_04 	NORMAL    		实际测试结果：[]
2016-09-20_10_02_04 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_03_55 	NORMAL    	Executing precommand
2016-09-20_10_03_55 	NORMAL    	Executing steps
2016-09-20_10_03_55 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_03_57 	PASS      		Step pass.
2016-09-20_10_03_57 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_03_57 	PASS      		Step pass.
2016-09-20_10_03_57 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_03_58 	PASS      		Step pass.
2016-09-20_10_03_58 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_03_58 	PASS      		Step pass.
2016-09-20_10_03_58 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_03_58 	PASS      		Step pass.
2016-09-20_10_03_58 	NORMAL    	Executing postcommand
2016-09-20_10_03_58 	NORMAL    	Executing verify
2016-09-20_10_03_58 	NORMAL    		实际测试结果：[]
2016-09-20_10_03_58 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_08_45 	NORMAL    	Executing precommand
2016-09-20_10_08_45 	NORMAL    	Executing steps
2016-09-20_10_08_45 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_08_47 	PASS      		Step pass.
2016-09-20_10_08_47 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_08_48 	PASS      		Step pass.
2016-09-20_10_08_48 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_08_48 	PASS      		Step pass.
2016-09-20_10_08_48 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_08_48 	PASS      		Step pass.
2016-09-20_10_08_48 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_08_48 	PASS      		Step pass.
2016-09-20_10_08_48 	NORMAL    	Executing postcommand
2016-09-20_10_08_48 	NORMAL    	Executing verify
2016-09-20_10_08_48 	NORMAL    		实际测试结果：[]
2016-09-20_10_08_48 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_08_57 	NORMAL    	Executing precommand
2016-09-20_10_08_57 	NORMAL    	Executing steps
2016-09-20_10_08_57 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_08_58 	PASS      		Step pass.
2016-09-20_10_08_58 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_08_59 	PASS      		Step pass.
2016-09-20_10_08_59 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_08_59 	PASS      		Step pass.
2016-09-20_10_08_59 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_09_00 	PASS      		Step pass.
2016-09-20_10_09_00 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_09_00 	PASS      		Step pass.
2016-09-20_10_09_00 	NORMAL    	Executing postcommand
2016-09-20_10_09_00 	NORMAL    	Executing verify
2016-09-20_10_09_00 	NORMAL    		实际测试结果：[]
2016-09-20_10_09_00 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_09_14 	NORMAL    	Executing precommand
2016-09-20_10_09_14 	NORMAL    	Executing steps
2016-09-20_10_09_14 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_09_15 	PASS      		Step pass.
2016-09-20_10_09_15 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_09_16 	PASS      		Step pass.
2016-09-20_10_09_16 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_09_16 	PASS      		Step pass.
2016-09-20_10_09_16 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_09_16 	PASS      		Step pass.
2016-09-20_10_09_16 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_09_16 	PASS      		Step pass.
2016-09-20_10_09_16 	NORMAL    	Executing postcommand
2016-09-20_10_09_16 	NORMAL    	Executing verify
2016-09-20_10_09_16 	NORMAL    		实际测试结果：[]
2016-09-20_10_09_16 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_11_58 	NORMAL    	Executing precommand
2016-09-20_10_11_58 	NORMAL    	Executing steps
2016-09-20_10_11_58 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_12_00 	PASS      		Step pass.
2016-09-20_10_12_00 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_12_01 	PASS      		Step pass.
2016-09-20_10_12_01 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_12_01 	PASS      		Step pass.
2016-09-20_10_12_01 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_12_01 	PASS      		Step pass.
2016-09-20_10_12_01 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_12_01 	PASS      		Step pass.
2016-09-20_10_12_01 	NORMAL    	Executing postcommand
2016-09-20_10_12_01 	NORMAL    	Executing verify
2016-09-20_10_12_01 	NORMAL    		实际测试结果：[]
2016-09-20_10_12_01 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_12_04 	NORMAL    	Executing precommand
2016-09-20_10_12_04 	NORMAL    	Executing steps
2016-09-20_10_12_04 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_12_06 	PASS      		Step pass.
2016-09-20_10_12_06 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_12_06 	PASS      		Step pass.
2016-09-20_10_12_06 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_12_07 	PASS      		Step pass.
2016-09-20_10_12_07 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_12_07 	PASS      		Step pass.
2016-09-20_10_12_07 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_12_07 	PASS      		Step pass.
2016-09-20_10_12_07 	NORMAL    	Executing postcommand
2016-09-20_10_12_07 	NORMAL    	Executing verify
2016-09-20_10_12_07 	NORMAL    		实际测试结果：[]
2016-09-20_10_12_07 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_12_12 	NORMAL    	Executing precommand
2016-09-20_10_12_12 	NORMAL    	Executing steps
2016-09-20_10_12_12 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_12_15 	PASS      		Step pass.
2016-09-20_10_12_15 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_12_15 	PASS      		Step pass.
2016-09-20_10_12_15 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_12_15 	PASS      		Step pass.
2016-09-20_10_12_15 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_12_16 	PASS      		Step pass.
2016-09-20_10_12_16 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_12_16 	PASS      		Step pass.
2016-09-20_10_12_16 	NORMAL    	Executing postcommand
2016-09-20_10_12_16 	NORMAL    	Executing verify
2016-09-20_10_12_16 	NORMAL    		实际测试结果：[]
2016-09-20_10_12_16 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_12_20 	NORMAL    	Executing precommand
2016-09-20_10_12_20 	NORMAL    	Executing steps
2016-09-20_10_12_21 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_12_23 	PASS      		Step pass.
2016-09-20_10_12_23 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_12_23 	PASS      		Step pass.
2016-09-20_10_12_23 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_12_24 	PASS      		Step pass.
2016-09-20_10_12_24 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_12_24 	PASS      		Step pass.
2016-09-20_10_12_24 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_12_24 	PASS      		Step pass.
2016-09-20_10_12_24 	NORMAL    	Executing postcommand
2016-09-20_10_12_24 	NORMAL    	Executing verify
2016-09-20_10_12_24 	NORMAL    		实际测试结果：[]
2016-09-20_10_12_24 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_13_18 	NORMAL    	Executing precommand
2016-09-20_10_13_18 	NORMAL    	Executing steps
2016-09-20_10_13_18 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_13_20 	PASS      		Step pass.
2016-09-20_10_13_20 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_13_21 	PASS      		Step pass.
2016-09-20_10_13_21 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_13_22 	PASS      		Step pass.
2016-09-20_10_13_22 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_13_22 	PASS      		Step pass.
2016-09-20_10_13_22 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_13_22 	PASS      		Step pass.
2016-09-20_10_13_22 	NORMAL    	Executing postcommand
2016-09-20_10_13_22 	NORMAL    	Executing verify
2016-09-20_10_13_22 	NORMAL    		实际测试结果：[]
2016-09-20_10_13_22 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_13_25 	NORMAL    	Executing precommand
2016-09-20_10_13_25 	NORMAL    	Executing steps
2016-09-20_10_13_25 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_13_26 	PASS      		Step pass.
2016-09-20_10_13_26 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_13_27 	PASS      		Step pass.
2016-09-20_10_13_27 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_13_27 	PASS      		Step pass.
2016-09-20_10_13_27 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_13_27 	PASS      		Step pass.
2016-09-20_10_13_27 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_13_27 	PASS      		Step pass.
2016-09-20_10_13_27 	NORMAL    	Executing postcommand
2016-09-20_10_13_27 	NORMAL    	Executing verify
2016-09-20_10_13_27 	NORMAL    		实际测试结果：[]
2016-09-20_10_13_27 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_13_35 	NORMAL    	Executing precommand
2016-09-20_10_13_35 	NORMAL    	Executing steps
2016-09-20_10_13_35 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_13_37 	PASS      		Step pass.
2016-09-20_10_13_37 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_13_38 	PASS      		Step pass.
2016-09-20_10_13_38 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_13_38 	PASS      		Step pass.
2016-09-20_10_13_38 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_13_38 	PASS      		Step pass.
2016-09-20_10_13_38 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_13_38 	PASS      		Step pass.
2016-09-20_10_13_38 	NORMAL    	Executing postcommand
2016-09-20_10_13_38 	NORMAL    	Executing verify
2016-09-20_10_13_38 	NORMAL    		实际测试结果：[]
2016-09-20_10_13_38 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_14_10 	NORMAL    	Executing precommand
2016-09-20_10_14_10 	NORMAL    	Executing steps
2016-09-20_10_14_10 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_14_12 	PASS      		Step pass.
2016-09-20_10_14_12 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_14_13 	PASS      		Step pass.
2016-09-20_10_14_13 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_14_13 	PASS      		Step pass.
2016-09-20_10_14_13 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_14_13 	PASS      		Step pass.
2016-09-20_10_14_13 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_14_13 	PASS      		Step pass.
2016-09-20_10_14_13 	NORMAL    	Executing postcommand
2016-09-20_10_14_13 	NORMAL    	Executing verify
2016-09-20_10_14_13 	NORMAL    		实际测试结果：[]
2016-09-20_10_14_13 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_14_14 	NORMAL    	Executing precommand
2016-09-20_10_14_14 	NORMAL    	Executing steps
2016-09-20_10_14_14 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_14_16 	PASS      		Step pass.
2016-09-20_10_14_16 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_14_17 	PASS      		Step pass.
2016-09-20_10_14_17 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_14_17 	PASS      		Step pass.
2016-09-20_10_14_17 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_14_17 	PASS      		Step pass.
2016-09-20_10_14_17 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_14_17 	PASS      		Step pass.
2016-09-20_10_14_17 	NORMAL    	Executing postcommand
2016-09-20_10_14_17 	NORMAL    	Executing verify
2016-09-20_10_14_17 	NORMAL    		实际测试结果：[]
2016-09-20_10_14_17 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_14_21 	NORMAL    	Executing precommand
2016-09-20_10_14_21 	NORMAL    	Executing steps
2016-09-20_10_14_21 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_14_23 	PASS      		Step pass.
2016-09-20_10_14_23 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_14_24 	PASS      		Step pass.
2016-09-20_10_14_24 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_14_24 	PASS      		Step pass.
2016-09-20_10_14_24 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_14_25 	PASS      		Step pass.
2016-09-20_10_14_25 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_14_25 	PASS      		Step pass.
2016-09-20_10_14_25 	NORMAL    	Executing postcommand
2016-09-20_10_14_25 	NORMAL    	Executing verify
2016-09-20_10_14_25 	NORMAL    		实际测试结果：[]
2016-09-20_10_14_25 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_14_28 	NORMAL    	Executing precommand
2016-09-20_10_14_28 	NORMAL    	Executing steps
2016-09-20_10_14_28 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_14_30 	PASS      		Step pass.
2016-09-20_10_14_30 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_14_31 	PASS      		Step pass.
2016-09-20_10_14_31 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_14_32 	PASS      		Step pass.
2016-09-20_10_14_32 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_14_32 	PASS      		Step pass.
2016-09-20_10_14_32 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_14_32 	PASS      		Step pass.
2016-09-20_10_14_32 	NORMAL    	Executing postcommand
2016-09-20_10_14_32 	NORMAL    	Executing verify
2016-09-20_10_14_32 	NORMAL    		实际测试结果：[]
2016-09-20_10_14_32 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_14_44 	NORMAL    	Executing precommand
2016-09-20_10_14_44 	NORMAL    	Executing steps
2016-09-20_10_14_44 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_14_47 	PASS      		Step pass.
2016-09-20_10_14_47 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_14_47 	PASS      		Step pass.
2016-09-20_10_14_47 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_14_48 	PASS      		Step pass.
2016-09-20_10_14_48 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_14_48 	PASS      		Step pass.
2016-09-20_10_14_48 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_14_48 	PASS      		Step pass.
2016-09-20_10_14_48 	NORMAL    	Executing postcommand
2016-09-20_10_14_48 	NORMAL    	Executing verify
2016-09-20_10_14_48 	NORMAL    		实际测试结果：[]
2016-09-20_10_14_48 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_16_30 	NORMAL    	Executing precommand
2016-09-20_10_16_30 	NORMAL    	Executing steps
2016-09-20_10_16_30 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_16_32 	PASS      		Step pass.
2016-09-20_10_16_32 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_16_33 	PASS      		Step pass.
2016-09-20_10_16_33 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_16_33 	PASS      		Step pass.
2016-09-20_10_16_34 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_16_34 	PASS      		Step pass.
2016-09-20_10_16_34 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_16_34 	PASS      		Step pass.
2016-09-20_10_16_34 	NORMAL    	Executing postcommand
2016-09-20_10_16_34 	NORMAL    	Executing verify
2016-09-20_10_16_34 	NORMAL    		实际测试结果：[]
2016-09-20_10_16_34 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_16_53 	NORMAL    	Executing precommand
2016-09-20_10_16_53 	NORMAL    	Executing steps
2016-09-20_10_16_53 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_16_55 	PASS      		Step pass.
2016-09-20_10_16_55 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_16_56 	PASS      		Step pass.
2016-09-20_10_16_56 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_16_56 	PASS      		Step pass.
2016-09-20_10_16_56 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_16_57 	PASS      		Step pass.
2016-09-20_10_16_57 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_16_57 	PASS      		Step pass.
2016-09-20_10_16_57 	NORMAL    	Executing postcommand
2016-09-20_10_16_57 	NORMAL    	Executing verify
2016-09-20_10_16_57 	NORMAL    		实际测试结果：[]
2016-09-20_10_16_57 	PASS      		Verify complete.[前置操作]

